text,label
"Given mwpjqeo forward entails xkcfds, does not mwpjqeo contradict xkcfds?",0
"Given ylr reverse entails ftfxv, does ftfxv contradict ylr?",0
"Given vptemmji reverse entails qehbbnq, does not vptemmji forward entail qehbbnq?",0
"Given lnc reverse entails hvhz, does not hvhz contradict not lnc?",0
"Given fxtxzy contradicts fxtxzy, does fxtxzy contradict not fxtxzy?",0
"Given xqrdteo contradicts xqrdteo, does xqrdteo contradict xqrdteo?",1
"Given mwqlwxd contradicts mwqlwxd, does not mwqlwxd forward entail not mwqlwxd?",0
"Given wwzd reverse entails jqzqhys, does wwzd reverse entail not jqzqhys?",0
"Given pdfx contradicts pdfx, does not pdfx forward entail pdfx?",1
"Given cdtkww forward entails ntcbps, does not ntcbps forward entail cdtkww?",0
"Given pdfx reverse entails hrcumlo, does hrcumlo forward entail not pdfx?",0
"Given xoatpoe reverse entails gamf, does gamf contradict not xoatpoe?",0
"Given fvn forward entails hofvblho, does fvn reverse entail not hofvblho?",0
"Given qehbbnq forward entails vptemmji, does vptemmji contradict not qehbbnq?",0
"Given ubmtcwcr reverse entails oikcp, does ubmtcwcr forward entail oikcp?",0
"Given lwvc contradicts lwvc, does lwvc contradict lwvc?",1
"Given jqgb reverse entails hofvblho, does not hofvblho reverse entail not jqgb?",1
"Given aodqbq contradicts aodqbq, does aodqbq forward entail aodqbq?",0
"Given zvnb reverse entails jdwpknxd, does jdwpknxd forward entail zvnb?",1
"Given yzynwt reverse entails gjbfdbfe, does yzynwt contradict not gjbfdbfe?",0
"Given avb forward entails fjvkmsh, does not fjvkmsh forward entail not avb?",1
"Given lwvc reverse entails lbz, does lbz forward entail lwvc?",1
"Given hkc forward entails tuh, does tuh forward entail hkc?",0
"Given oexyblwf forward entails uoylhxeh, does uoylhxeh contradict not oexyblwf?",0
"Given hxhvyqsk reverse entails hhrt, does hhrt reverse entail hxhvyqsk?",0
"Given wepptuc contradicts wepptuc, does wepptuc contradict not wepptuc?",0
"Given gde forward entails jjb, does not gde reverse entail not jjb?",1
"Given jgggkqft forward entails jjb, does not jgggkqft reverse entail jjb?",0
"Given qehbbnq forward entails unncrx, does not qehbbnq forward entail not unncrx?",0
"Given gtfczf forward entails kxoinqe, does gtfczf contradict not kxoinqe?",0
"Given fjvkmsh forward entails lwqmhgf, does not lwqmhgf reverse entail not fjvkmsh?",0
"Given kux forward entails usnvrtxt, does kux contradict not usnvrtxt?",0
"Given kxoinqe reverse entails gtfczf, does gtfczf contradict not kxoinqe?",0
"Given oikcp forward entails ubmtcwcr, does not oikcp contradict not ubmtcwcr?",0
"Given fjvkmsh reverse entails avb, does not fjvkmsh forward entail avb?",0
"Given hvhz contradicts hvhz, does hvhz contradict not hvhz?",0
"Given yqwyofx reverse entails kxoinqe, does not kxoinqe reverse entail yqwyofx?",0
"Given zvin reverse entails abc, does not zvin forward entail abc?",0
"Given ryz reverse entails fqajj, does ryz forward entail fqajj?",0
"Given jsas forward entails rsxh, does jsas forward entail not rsxh?",0
"Given ftfxv forward entails zinoyr, does not zinoyr contradict not ftfxv?",0
"Given gamf contradicts gamf, does gamf reverse entail not gamf?",1
"Given usnvrtxt reverse entails kux, does not usnvrtxt forward entail kux?",0
"Given jqnpdsvu contradicts jqnpdsvu, does not jqnpdsvu forward entail not jqnpdsvu?",0
"Given hrcumlo forward entails pdfx, does not pdfx reverse entail hrcumlo?",0
"Given pgsrvnu forward entails yqwyofx, does yqwyofx contradict not pgsrvnu?",0
"Given vym reverse entails cpof, does vym contradict not cpof?",0
"Given pdfx reverse entails hrcumlo, does hrcumlo reverse entail not pdfx?",0
"Given pbxq forward entails wviwtujq, does pbxq contradict not wviwtujq?",0
"Given hkc forward entails ysytsje, does not ysytsje reverse entail hkc?",0
"Given fjvkmsh reverse entails avb, does avb contradict fjvkmsh?",0
"Given qehbbnq forward entails unncrx, does unncrx reverse entail not qehbbnq?",0
"Given gixwtx contradicts gixwtx, does not gixwtx forward entail gixwtx?",1
"Given oexyblwf contradicts oexyblwf, does oexyblwf reverse entail not oexyblwf?",1
"Given lbz contradicts lbz, does lbz forward entail not lbz?",1
"Given nlcexuie forward entails zvin, does not zvin forward entail nlcexuie?",0
"Given byxhxsoc contradicts byxhxsoc, does byxhxsoc contradict byxhxsoc?",1
"Given fffic reverse entails alj, does not alj reverse entail not fffic?",1
"Given utohf reverse entails jsas, does utohf forward entail not jsas?",0
"Given kxoinqe reverse entails gtfczf, does not gtfczf contradict kxoinqe?",0
"Given hoqueghn contradicts hoqueghn, does hoqueghn forward entail not hoqueghn?",1
"Given msc reverse entails fjvkmsh, does fjvkmsh forward entail not msc?",0
"Given usnvrtxt reverse entails cug, does not usnvrtxt forward entail cug?",0
"Given wviwtujq reverse entails pbxq, does not pbxq reverse entail not wviwtujq?",1
"Given dst forward entails gjke, does not dst forward entail gjke?",0
"Given jwi contradicts jwi, does not jwi reverse entail not jwi?",0
"Given rqqtrann reverse entails efyk, does not rqqtrann contradict not efyk?",0
"Given usnvrtxt reverse entails qrwmkime, does usnvrtxt contradict qrwmkime?",0
"Given mwqlwxd contradicts mwqlwxd, does not mwqlwxd reverse entail mwqlwxd?",1
"Given ndz forward entails wqkqzc, does not wqkqzc contradict not ndz?",0
"Given yepgsj reverse entails gjbfdbfe, does yepgsj forward entail gjbfdbfe?",0
"Given wosvqylw reverse entails taw, does taw forward entail wosvqylw?",1
"Given cpof forward entails ezzk, does not cpof forward entail ezzk?",0
"Given krns reverse entails bnmh, does not bnmh forward entail not krns?",0
"Given wviwtujq reverse entails uhl, does uhl contradict not wviwtujq?",0
"Given pek forward entails xaunhzg, does xaunhzg reverse entail pek?",1
"Given jsas forward entails utohf, does utohf forward entail not jsas?",0
"Given wepptuc contradicts wepptuc, does not wepptuc contradict not wepptuc?",1
"Given ufrkekym reverse entails kkgzx, does not ufrkekym contradict not kkgzx?",0
"Given ryz reverse entails peys, does not peys contradict ryz?",0
"Given ypl contradicts ypl, does ypl forward entail not ypl?",1
"Given htlrjsdc forward entails vco, does vco contradict htlrjsdc?",0
"Given bwr forward entails jwi, does not bwr reverse entail not jwi?",1
"Given wbcnkxmz reverse entails sqp, does sqp forward entail wbcnkxmz?",1
"Given mwpjqeo forward entails weufjoy, does not weufjoy contradict not mwpjqeo?",0
"Given vptemmji reverse entails qehbbnq, does vptemmji contradict qehbbnq?",0
"Given wwzd reverse entails sxslsvzu, does sxslsvzu contradict wwzd?",0
"Given fjvkmsh forward entails msc, does fjvkmsh reverse entail not msc?",0
"Given sftoshur forward entails taiuyu, does taiuyu reverse entail sftoshur?",1
"Given tfwqhgy forward entails uhl, does tfwqhgy reverse entail not uhl?",0
"Given jqzqhys contradicts jqzqhys, does not jqzqhys reverse entail not jqzqhys?",0
"Given taw forward entails wosvqylw, does wosvqylw contradict not taw?",0
"Given hcb forward entails taiuyu, does not hcb forward entail not taiuyu?",0
"Given ndz forward entails wqkqzc, does not ndz reverse entail wqkqzc?",0
"Given xaunhzg reverse entails pek, does xaunhzg contradict pek?",0
"Given lwqmhgf reverse entails fjvkmsh, does fjvkmsh reverse entail not lwqmhgf?",0
"Given zvin reverse entails nkssoi, does nkssoi forward entail zvin?",1
"Given fpyroj contradicts fpyroj, does not fpyroj contradict fpyroj?",0
"Given qehbbnq reverse entails dhsdlexf, does dhsdlexf contradict qehbbnq?",0
"Given kkgzx contradicts kkgzx, does not kkgzx forward entail kkgzx?",1
"Given rpe reverse entails cdtkww, does rpe reverse entail not cdtkww?",0
"Given jswwtf reverse entails cug, does jswwtf contradict cug?",0
"Given pgsrvnu reverse entails gjke, does pgsrvnu forward entail not gjke?",0
"Given jjb contradicts jjb, does jjb forward entail not jjb?",1
"Given zinoyr forward entails zmre, does zmre forward entail zinoyr?",0
"Given dst forward entails gjke, does dst contradict not gjke?",0
"Given uqegks reverse entails hoqueghn, does uqegks contradict not hoqueghn?",0
"Given myipefwm contradicts myipefwm, does not myipefwm forward entail myipefwm?",1
"Given jwnyvv forward entails vecaupf, does not vecaupf reverse entail jwnyvv?",0
"Given sxslsvzu forward entails twb, does not sxslsvzu forward entail not twb?",0
"Given fqajj forward entails yjcb, does not fqajj forward entail not yjcb?",0
"Given ufrkekym contradicts ufrkekym, does not ufrkekym contradict ufrkekym?",0
"Given zinoyr reverse entails ftfxv, does not zinoyr forward entail ftfxv?",0
"Given tmfbqsuj forward entails zsnfjk, does zsnfjk contradict tmfbqsuj?",0
"Given rjlyb reverse entails gtfczf, does not rjlyb reverse entail gtfczf?",0
"Given fsfsbwz forward entails lbz, does fsfsbwz contradict not lbz?",0
"Given yyodbckj reverse entails peys, does not peys reverse entail yyodbckj?",0
"Given rpe forward entails tfwqhgy, does rpe forward entail not tfwqhgy?",0
"Given jvgomc forward entails zvnb, does not jvgomc forward entail zvnb?",0
"Given gjke forward entails pgsrvnu, does pgsrvnu contradict not gjke?",0
"Given vzqrgp contradicts vzqrgp, does vzqrgp reverse entail vzqrgp?",0
"Given taiuyu reverse entails sftoshur, does not sftoshur contradict taiuyu?",0
"Given uhl reverse entails tfwqhgy, does not uhl reverse entail not tfwqhgy?",0
"Given alj forward entails hofvblho, does hofvblho contradict alj?",0
"Given yqwyofx reverse entails kxoinqe, does kxoinqe contradict yqwyofx?",0
"Given wosvqylw reverse entails oikcp, does not wosvqylw reverse entail oikcp?",0
"Given jqfixxcv contradicts jqfixxcv, does not jqfixxcv reverse entail jqfixxcv?",1
"Given klzbjq reverse entails cdtkww, does not cdtkww reverse entail not klzbjq?",1
"Given wosvqylw reverse entails ryz, does ryz contradict not wosvqylw?",0
"Given pxdpdyd reverse entails ogb, does ogb forward entail not pxdpdyd?",0
"Given krns reverse entails bnmh, does not krns reverse entail not bnmh?",0
"Given jqzqhys forward entails wwzd, does not jqzqhys forward entail wwzd?",0
"Given xoatpoe reverse entails gamf, does not xoatpoe contradict not gamf?",0
"Given peys forward entails wasb, does not wasb forward entail not peys?",1
"Given uoylhxeh reverse entails oexyblwf, does not uoylhxeh reverse entail not oexyblwf?",0
"Given iikppueq forward entails vym, does not vym forward entail iikppueq?",0
"Given wbcnkxmz reverse entails sqp, does not wbcnkxmz contradict sqp?",0
"Given fvn forward entails hofvblho, does not hofvblho contradict not fvn?",0
"Given pbxq forward entails wviwtujq, does not wviwtujq contradict pbxq?",0
"Given rsxh reverse entails jsas, does rsxh contradict jsas?",0
"Given wasb contradicts wasb, does not wasb forward entail wasb?",1
"Given jlhnqyu forward entails qehbbnq, does not jlhnqyu forward entail not qehbbnq?",0
"Given htlrjsdc forward entails kux, does not htlrjsdc contradict not kux?",0
"Given xwyh reverse entails krns, does not krns forward entail not xwyh?",0
"Given cqm forward entails mwqlwxd, does mwqlwxd contradict cqm?",0
"Given cug forward entails wjnl, does not cug contradict wjnl?",0
"Given jjb reverse entails gde, does not gde forward entail not jjb?",0
"Given wzbkv reverse entails tihpnuz, does not wzbkv contradict not tihpnuz?",0
"Given wasb forward entails wricfmoe, does wricfmoe contradict wasb?",0
"Given imit forward entails wviwtujq, does not imit forward entail wviwtujq?",0
"Given zpd reverse entails ezzk, does not zpd contradict ezzk?",0
"Given taiuyu reverse entails hcb, does not hcb reverse entail not taiuyu?",1
"Given ewrsicov forward entails wjpdt, does wjpdt reverse entail not ewrsicov?",0
"Given ykauwowv contradicts ykauwowv, does not ykauwowv reverse entail not ykauwowv?",0
"Given gjke reverse entails dst, does not dst forward entail gjke?",0
"Given ryz reverse entails peys, does peys contradict not ryz?",0
"Given mwqlwxd reverse entails cqm, does cqm forward entail mwqlwxd?",1
"Given cpof forward entails ezzk, does cpof contradict not ezzk?",0
"Given ubmtcwcr reverse entails oikcp, does not oikcp forward entail not ubmtcwcr?",0
"Given nlcexuie forward entails zvin, does zvin forward entail not nlcexuie?",0
"Given fjvkmsh forward entails msc, does not fjvkmsh contradict not msc?",0
"Given fvn forward entails hofvblho, does fvn forward entail not hofvblho?",0
"Given jvgomc forward entails zvnb, does jvgomc contradict not zvnb?",0
"Given taiuyu reverse entails hcb, does taiuyu contradict not hcb?",0
"Given gzet forward entails wxj, does wxj forward entail gzet?",0
"Given pgsrvnu forward entails yqwyofx, does not pgsrvnu reverse entail not yqwyofx?",1
"Given qehbbnq contradicts qehbbnq, does not qehbbnq reverse entail qehbbnq?",1
"Given pdfx reverse entails lwqmhgf, does lwqmhgf contradict not pdfx?",0
"Given ecvmruua forward entails jlhnqyu, does ecvmruua reverse entail jlhnqyu?",0
"Given qmbli reverse entails fmpph, does qmbli reverse entail not fmpph?",0
"Given rsxh reverse entails jsas, does not rsxh reverse entail not jsas?",0
"Given hrcumlo forward entails pdfx, does not hrcumlo contradict not pdfx?",0
"Given jgggkqft forward entails jjb, does jjb forward entail jgggkqft?",0
"Given jgggkqft forward entails sohpxzlr, does not jgggkqft forward entail sohpxzlr?",0
"Given hoqueghn forward entails uqegks, does not hoqueghn reverse entail not uqegks?",1
"Given fsfsbwz forward entails lbz, does not lbz reverse entail not fsfsbwz?",0
"Given wjpdt reverse entails ewrsicov, does not ewrsicov contradict wjpdt?",0
"Given sohpxzlr reverse entails gzzzq, does not gzzzq contradict not sohpxzlr?",0
"Given pgsrvnu forward entails yyodbckj, does pgsrvnu reverse entail not yyodbckj?",0
"Given nkssoi forward entails zvin, does nkssoi reverse entail not zvin?",0
"Given jsas forward entails urjia, does urjia contradict jsas?",0
"Given fpyroj forward entails ivysda, does ivysda reverse entail fpyroj?",1
"Given gjke forward entails pgsrvnu, does not pgsrvnu reverse entail not gjke?",0
"Given kxoinqe forward entails zinoyr, does zinoyr reverse entail kxoinqe?",1
"Given fvn forward entails jqgb, does not fvn forward entail not jqgb?",0
"Given npxrezov forward entails sxslsvzu, does npxrezov contradict not sxslsvzu?",0
"Given jswwtf reverse entails gptju, does not jswwtf forward entail not gptju?",1
"Given xbqyhez contradicts xbqyhez, does not xbqyhez forward entail not xbqyhez?",0
"Given xqrdteo contradicts xqrdteo, does not xqrdteo forward entail not xqrdteo?",0
"Given bbnvlrz forward entails taqpu, does bbnvlrz contradict taqpu?",0
"Given ezzk forward entails lwvc, does not ezzk forward entail not lwvc?",0
"Given xaunhzg reverse entails pek, does not pek reverse entail not xaunhzg?",1
"Given yyodbckj contradicts yyodbckj, does not yyodbckj forward entail yyodbckj?",1
"Given fwg forward entails sxslsvzu, does not fwg forward entail not sxslsvzu?",0
"Given xsryo contradicts xsryo, does xsryo forward entail not xsryo?",1
"Given npxrezov forward entails sxslsvzu, does not sxslsvzu reverse entail npxrezov?",0
"Given tjkngt contradicts tjkngt, does not tjkngt reverse entail tjkngt?",1
"Given zinoyr reverse entails fpyroj, does not zinoyr contradict fpyroj?",0
"Given hrcumlo forward entails wricfmoe, does hrcumlo forward entail not wricfmoe?",0
"Given avb forward entails fjvkmsh, does not avb forward entail fjvkmsh?",0
"Given tfwqhgy contradicts tfwqhgy, does tfwqhgy contradict not tfwqhgy?",0
"Given jqgb reverse entails jqfixxcv, does jqfixxcv reverse entail jqgb?",0
"Given ecvmruua forward entails jlhnqyu, does not ecvmruua contradict jlhnqyu?",0
"Given hofvblho forward entails jqgb, does hofvblho contradict jqgb?",0
"Given gjke reverse entails dst, does not dst contradict gjke?",0
"Given jlhnqyu contradicts jlhnqyu, does jlhnqyu contradict jlhnqyu?",1
"Given yczuna forward entails yjcb, does not yczuna forward entail yjcb?",0
"Given kxoinqe reverse entails gtfczf, does not kxoinqe contradict not gtfczf?",0
"Given pxdpdyd reverse entails jqnpdsvu, does not pxdpdyd forward entail not jqnpdsvu?",1
"Given kxoinqe forward entails zinoyr, does not kxoinqe contradict zinoyr?",0
"Given ecvmruua forward entails jlhnqyu, does not ecvmruua reverse entail not jlhnqyu?",1
"Given lbz contradicts lbz, does not lbz forward entail not lbz?",0
"Given kxoinqe forward entails yqwyofx, does not kxoinqe contradict yqwyofx?",0
"Given cqm contradicts cqm, does cqm contradict cqm?",1
"Given pdfx forward entails tjkngt, does tjkngt reverse entail pdfx?",1
"Given tikrj contradicts tikrj, does tikrj reverse entail tikrj?",0
"Given xwyh reverse entails krns, does not xwyh forward entail not krns?",1
"Given pgsrvnu forward entails vsrk, does pgsrvnu contradict vsrk?",0
"Given tfwqhgy reverse entails ogcpusxa, does not tfwqhgy reverse entail ogcpusxa?",0
"Given jjb contradicts jjb, does not jjb contradict not jjb?",1
"Given gzet forward entails ypl, does ypl reverse entail not gzet?",0
"Given mjhzk forward entails ogcpusxa, does not ogcpusxa reverse entail not mjhzk?",0
"Given wasb forward entails wricfmoe, does not wricfmoe reverse entail not wasb?",0
"Given msc reverse entails ifwheicq, does not ifwheicq contradict not msc?",0
"Given ypl reverse entails gzet, does gzet forward entail ypl?",1
"Given jqnpdsvu forward entails vym, does not jqnpdsvu contradict not vym?",0
"Given cpof forward entails ezzk, does ezzk reverse entail not cpof?",0
"Given nlcexuie contradicts nlcexuie, does nlcexuie forward entail not nlcexuie?",1
"Given aobo forward entails hrcumlo, does not hrcumlo reverse entail not aobo?",0
"Given smlg reverse entails ryz, does not smlg contradict ryz?",0
"Given fjvkmsh reverse entails avb, does not fjvkmsh reverse entail not avb?",0
"Given pxdpdyd reverse entails gde, does pxdpdyd forward entail not gde?",0
"Given wwzd contradicts wwzd, does wwzd contradict wwzd?",1
"Given zvnb reverse entails jdwpknxd, does not zvnb forward entail not jdwpknxd?",1
"Given uhl reverse entails tfwqhgy, does tfwqhgy contradict not uhl?",0
"Given tfwqhgy reverse entails rpe, does tfwqhgy forward entail not rpe?",0
"Given gng contradicts gng, does not gng forward entail gng?",1
"Given oexyblwf contradicts oexyblwf, does oexyblwf reverse entail oexyblwf?",0
"Given ogcpusxa reverse entails mjhzk, does ogcpusxa reverse entail not mjhzk?",0
"Given pdfx forward entails tjkngt, does tjkngt contradict pdfx?",0
"Given ycqbvkaj contradicts ycqbvkaj, does not ycqbvkaj reverse entail not ycqbvkaj?",0
"Given bxoxu forward entails tvfkzen, does not tvfkzen forward entail bxoxu?",0
"Given yyodbckj reverse entails pgsrvnu, does not pgsrvnu forward entail not yyodbckj?",0
"Given kml reverse entails jqgb, does not kml reverse entail jqgb?",0
"Given oanc contradicts oanc, does oanc contradict not oanc?",0
"Given kmlln contradicts kmlln, does not kmlln contradict kmlln?",0
"Given ezzk forward entails lwvc, does lwvc forward entail not ezzk?",0
"Given vym reverse entails iikppueq, does not iikppueq contradict not vym?",0
"Given vecaupf reverse entails jwnyvv, does vecaupf contradict jwnyvv?",0
"Given ndz reverse entails hcb, does not ndz forward entail hcb?",0
"Given ogt forward entails yjcb, does not ogt forward entail not yjcb?",0
"Given jswwtf reverse entails cug, does not cug contradict not jswwtf?",0
"Given rqqtrann contradicts rqqtrann, does rqqtrann contradict not rqqtrann?",0
"Given zhmix reverse entails wzbkv, does wzbkv forward entail zhmix?",1
"Given bkycjet forward entails hkc, does bkycjet contradict not hkc?",0
"Given fsfsbwz forward entails hjbxasq, does not fsfsbwz contradict hjbxasq?",0
"Given jqnpdsvu forward entails vym, does not vym contradict jqnpdsvu?",0
"Given fsfsbwz forward entails lbz, does lbz forward entail fsfsbwz?",0
"Given pvpnx reverse entails gzqijrz, does not pvpnx reverse entail not gzqijrz?",0
"Given vni reverse entails nkssoi, does nkssoi contradict not vni?",0
"Given zgynq contradicts zgynq, does zgynq forward entail not zgynq?",1
"Given rjlyb reverse entails gtfczf, does not gtfczf forward entail not rjlyb?",0
"Given kux reverse entails htlrjsdc, does kux contradict htlrjsdc?",0
"Given cbgvtuv forward entails wosvqylw, does cbgvtuv contradict not wosvqylw?",0
"Given uhl forward entails wviwtujq, does not wviwtujq forward entail uhl?",0
"Given fsfsbwz forward entails lbz, does not fsfsbwz forward entail not lbz?",0
"Given gtfczf forward entails kxoinqe, does kxoinqe forward entail not gtfczf?",0
"Given tvfkzen reverse entails jzgf, does tvfkzen contradict not jzgf?",0
"Given fsfsbwz forward entails hjbxasq, does hjbxasq reverse entail fsfsbwz?",1
"Given hvhz forward entails lnc, does not lnc reverse entail hvhz?",0
"Given qpd contradicts qpd, does not qpd reverse entail not qpd?",0
"Given zxmznl reverse entails msc, does not zxmznl reverse entail msc?",0
"Given ubmtcwcr reverse entails oikcp, does ubmtcwcr contradict not oikcp?",0
"Given gjbfdbfe forward entails yepgsj, does not yepgsj reverse entail not gjbfdbfe?",0
"Given ryz reverse entails peys, does not ryz forward entail peys?",0
"Given kxoinqe reverse entails gtfczf, does kxoinqe contradict not gtfczf?",0
"Given qehbbnq reverse entails jlhnqyu, does qehbbnq forward entail not jlhnqyu?",0
"Given lbz reverse entails fsfsbwz, does lbz forward entail fsfsbwz?",0
"Given nkssoi forward entails vni, does not vni contradict not nkssoi?",0
"Given pdfx reverse entails hrcumlo, does pdfx contradict hrcumlo?",0
"Given xbqyhez contradicts xbqyhez, does xbqyhez contradict xbqyhez?",1
"Given jqfixxcv forward entails jqgb, does jqfixxcv contradict not jqgb?",0
"Given irpcoba contradicts irpcoba, does irpcoba contradict not irpcoba?",0
"Given taw contradicts taw, does not taw reverse entail not taw?",0
"Given ryz reverse entails fqajj, does not ryz contradict not fqajj?",0
"Given cpof forward entails ezzk, does cpof reverse entail not ezzk?",0
"Given gjke forward entails pgsrvnu, does pgsrvnu reverse entail gjke?",1
"Given xnszkz reverse entails qoghpp, does xnszkz contradict not qoghpp?",0
"Given sohpxzlr reverse entails jgggkqft, does not sohpxzlr forward entail not jgggkqft?",1
"Given lwvc reverse entails ezzk, does not ezzk reverse entail lwvc?",0
"Given cug forward entails khbnl, does not cug reverse entail khbnl?",0
"Given biqodpk contradicts biqodpk, does not biqodpk contradict not biqodpk?",1
"Given cdtkww forward entails klzbjq, does klzbjq forward entail cdtkww?",0
"Given fqajj forward entails ryz, does ryz forward entail not fqajj?",0
"Given nkssoi forward entails zvin, does not zvin contradict nkssoi?",0
"Given cug forward entails sqp, does not sqp reverse entail cug?",0
"Given nlcexuie forward entails zvin, does not zvin reverse entail not nlcexuie?",0
"Given gptju contradicts gptju, does gptju forward entail not gptju?",1
"Given rpe reverse entails cdtkww, does cdtkww reverse entail not rpe?",0
"Given xaunhzg reverse entails gptju, does xaunhzg forward entail gptju?",0
"Given ljnj forward entails zsnfjk, does not zsnfjk reverse entail not ljnj?",0
"Given jwi contradicts jwi, does jwi reverse entail jwi?",0
"Given unncrx reverse entails qehbbnq, does not qehbbnq contradict unncrx?",0
"Given fjvkmsh reverse entails avb, does avb forward entail not fjvkmsh?",0
"Given yln reverse entails rovjajtp, does not rovjajtp contradict not yln?",0
"Given jqfixxcv forward entails jqgb, does jqfixxcv contradict jqgb?",0
"Given mwpjqeo reverse entails iikppueq, does not iikppueq contradict mwpjqeo?",0
"Given yqwyofx forward entails ysytsje, does not yqwyofx forward entail not ysytsje?",0
"Given eylsujz forward entails wepptuc, does eylsujz contradict not wepptuc?",0
"Given npxrezov forward entails sxslsvzu, does not sxslsvzu reverse entail not npxrezov?",0
"Given ipwkctc forward entails wwzd, does not ipwkctc reverse entail wwzd?",0
"Given xwyh reverse entails krns, does not krns reverse entail not xwyh?",1
"Given cug forward entails wjnl, does cug contradict wjnl?",0
"Given gzet forward entails wxj, does not wxj reverse entail not gzet?",0
"Given jwnyvv reverse entails geopiwid, does not jwnyvv reverse entail not geopiwid?",0
"Given cgoto contradicts cgoto, does not cgoto contradict not cgoto?",1
"Given qmbli contradicts qmbli, does qmbli contradict qmbli?",1
"Given lwqmhgf reverse entails fjvkmsh, does not lwqmhgf forward entail not fjvkmsh?",1
"Given lbz forward entails lwvc, does lwvc reverse entail not lbz?",0
"Given gamf forward entails xoatpoe, does not xoatpoe forward entail not gamf?",1
"Given twb contradicts twb, does not twb forward entail not twb?",0
"Given gjke reverse entails dst, does gjke contradict not dst?",0
"Given cug forward entails usnvrtxt, does not usnvrtxt reverse entail cug?",0
"Given yepgsj contradicts yepgsj, does yepgsj contradict not yepgsj?",0
"Given hcb forward entails taiuyu, does not taiuyu contradict hcb?",0
"Given wosvqylw reverse entails ryz, does ryz contradict wosvqylw?",0
"Given uhl forward entails wviwtujq, does wviwtujq reverse entail uhl?",1
"Given geopiwid forward entails uoylhxeh, does uoylhxeh forward entail not geopiwid?",0
"Given gtfczf forward entails rjlyb, does rjlyb contradict gtfczf?",0
"Given tihpnuz forward entails wzbkv, does not wzbkv contradict tihpnuz?",0
"Given mwqlwxd contradicts mwqlwxd, does mwqlwxd contradict not mwqlwxd?",0
"Given ogcpusxa forward entails tfwqhgy, does tfwqhgy forward entail ogcpusxa?",0
"Given wviwtujq forward entails zfmzsxw, does wviwtujq contradict not zfmzsxw?",0
"Given uhl reverse entails tfwqhgy, does tfwqhgy forward entail not uhl?",0
"Given yczuna forward entails yjcb, does yjcb contradict yczuna?",0
"Given yczuna contradicts yczuna, does not yczuna forward entail yczuna?",1
"Given vco contradicts vco, does not vco reverse entail not vco?",0
"Given wbcnkxmz contradicts wbcnkxmz, does not wbcnkxmz forward entail wbcnkxmz?",1
"Given ysytsje reverse entails yqwyofx, does not ysytsje forward entail not yqwyofx?",1
"Given xwyh contradicts xwyh, does xwyh forward entail xwyh?",0
"Given wosvqylw reverse entails ryz, does not ryz forward entail wosvqylw?",0
"Given xkcfds reverse entails mwpjqeo, does not mwpjqeo forward entail not xkcfds?",0
"Given pgsrvnu forward entails vsrk, does pgsrvnu forward entail not vsrk?",0
"Given hcb forward entails ndz, does not hcb forward entail ndz?",0
"Given wwzd reverse entails krns, does krns reverse entail not wwzd?",0
"Given xwyh reverse entails krns, does not xwyh contradict krns?",0
"Given wxj reverse entails gzet, does gzet forward entail not wxj?",0
"Given mwqlwxd reverse entails cqm, does not cqm contradict mwqlwxd?",0
"Given cug forward entails sqp, does not sqp forward entail not cug?",1
"Given fvn forward entails hofvblho, does not fvn reverse entail hofvblho?",0
"Given yqwyofx reverse entails vdpejjtp, does yqwyofx forward entail not vdpejjtp?",0
"Given jwnyvv reverse entails cmslerbr, does not cmslerbr forward entail jwnyvv?",0
"Given hxhvyqsk forward entails qehbbnq, does hxhvyqsk reverse entail not qehbbnq?",0
"Given gzet forward entails jsas, does gzet reverse entail not jsas?",0
"Given ivysda contradicts ivysda, does not ivysda contradict ivysda?",0
"Given jlhnqyu forward entails qehbbnq, does qehbbnq contradict not jlhnqyu?",0
"Given peys forward entails ryz, does not peys reverse entail not ryz?",1
"Given yyodbckj reverse entails pgsrvnu, does not yyodbckj forward entail pgsrvnu?",0
"Given uhl reverse entails tfwqhgy, does tfwqhgy forward entail uhl?",1
"Given ivysda forward entails krns, does krns forward entail ivysda?",0
"Given msc reverse entails ifwheicq, does ifwheicq contradict msc?",0
"Given wzbkv forward entails zhmix, does wzbkv reverse entail zhmix?",0
"Given pek forward entails xaunhzg, does pek contradict xaunhzg?",0
"Given zpd reverse entails ezzk, does ezzk forward entail not zpd?",0
"Given wosvqylw reverse entails taw, does wosvqylw reverse entail not taw?",0
"Given hkc reverse entails bkycjet, does not hkc reverse entail bkycjet?",0
"Given fffic reverse entails alj, does alj contradict not fffic?",0
"Given rqqtrann reverse entails efyk, does rqqtrann contradict not efyk?",0
"Given wbcnkxmz contradicts wbcnkxmz, does wbcnkxmz forward entail wbcnkxmz?",0
"Given wzbkv reverse entails uqcao, does not wzbkv forward entail not uqcao?",1
"Given vptemmji contradicts vptemmji, does vptemmji contradict not vptemmji?",0
"Given urjia forward entails zmre, does not zmre contradict urjia?",0
"Given zvin reverse entails afsrph, does afsrph forward entail not zvin?",0
"Given kmlln contradicts kmlln, does not kmlln reverse entail kmlln?",1
"Given jsas reverse entails gzet, does not jsas forward entail gzet?",0
"Given oexyblwf contradicts oexyblwf, does not oexyblwf reverse entail not oexyblwf?",0
"Given ljnj forward entails zsnfjk, does ljnj forward entail not zsnfjk?",0
