,text,label
8592,"Given ishyf reverse entails fpmbp, does one ishyf reverse entail few fpmbp?",0
8593,"Given atvpl forward entails rbugr, does most rbugr contradict each atvpl?",0
8594,"Given siytn contradicts siytn, does siytn reverse entail siytn?",0
8595,"Given tojzs reverse entails tawze, does most tojzs forward entail tawze?",0
8596,"Given irtrk contradicts irtrk, does not irtrk reverse entail not irtrk?",0
8597,"Given hmmow reverse entails glgzo, does most hmmow forward entail not glgzo?",0
8598,"Given xofqg reverse entails hgrtf, does few hgrtf forward entail any xofqg?",1
8599,"Given cpcwh forward entails oaucg, does most cpcwh contradict most oaucg?",0
8600,"Given osexv contradicts osexv, does any osexv forward entail osexv?",0
8601,"Given kutwj reverse entails hfrjw, does hfrjw reverse entail each kutwj?",0
8602,"Given guycs forward entails jhwcm, does guycs contradict one jhwcm?",0
8603,"Given hnppk contradicts hnppk, does not hnppk reverse entail few hnppk?",1
8604,"Given oatfz reverse entails mkcnc, does most mkcnc forward entail not oatfz?",0
8605,"Given secik reverse entails qfsbj, does one secik reverse entail not qfsbj?",0
8606,"Given cbwwl forward entails kkodq, does most kkodq reverse entail any cbwwl?",1
8607,"Given cpcwh forward entails oaucg, does not cpcwh contradict any oaucg?",0
8608,"Given ehygp forward entails qnxcn, does some ehygp contradict any qnxcn?",0
8609,"Given qebiw reverse entails klzai, does some qebiw forward entail some klzai?",0
8610,"Given avvej forward entails fvgvb, does not avvej reverse entail one fvgvb?",0
8611,"Given llihr contradicts llihr, does llihr forward entail most llihr?",0
8612,"Given nxzwo reverse entails hfrjw, does hfrjw forward entail some nxzwo?",1
8613,"Given kefna reverse entails enmvf, does any kefna contradict most enmvf?",0
8614,"Given gvecs contradicts gvecs, does few gvecs forward entail not gvecs?",1
8615,"Given zyeej reverse entails cjirb, does each cjirb contradict one zyeej?",0
8616,"Given htluh reverse entails fvgvb, does one htluh contradict not fvgvb?",0
8617,"Given emken forward entails khddc, does khddc forward entail each emken?",0
8618,"Given kvxne contradicts kvxne, does one kvxne reverse entail not kvxne?",1
8619,"Given khddc reverse entails gnnle, does some khddc reverse entail gnnle?",0
8620,"Given tawze reverse entails aswgx, does one aswgx reverse entail few tawze?",0
8621,"Given odqnp reverse entails chvfb, does any odqnp forward entail each chvfb?",0
8622,"Given cbwwl reverse entails bfcjk, does not bfcjk contradict not cbwwl?",0
8623,"Given zhmew reverse entails pinrq, does few zhmew reverse entail few pinrq?",0
8624,"Given sovsy reverse entails ehbfl, does any sovsy forward entail some ehbfl?",0
8625,"Given vvqxe reverse entails dsffk, does some dsffk reverse entail each vvqxe?",0
8626,"Given ovdys reverse entails avvej, does avvej forward entail any ovdys?",1
8627,"Given ufqzm contradicts ufqzm, does one ufqzm contradict most ufqzm?",1
8628,"Given ymxeq contradicts ymxeq, does not ymxeq contradict few ymxeq?",0
8629,"Given avvej forward entails lxxcr, does any lxxcr reverse entail avvej?",1
8630,"Given hfrjw contradicts hfrjw, does one hfrjw forward entail one hfrjw?",0
8631,"Given ppzhm forward entails tptap, does any tptap reverse entail any ppzhm?",1
8632,"Given lwgjr forward entails rawca, does each rawca contradict each lwgjr?",0
8633,"Given irzse forward entails ruwjq, does any irzse contradict most ruwjq?",0
8634,"Given chvfb forward entails odqnp, does each odqnp reverse entail any chvfb?",1
8635,"Given kvrzt reverse entails koeie, does some kvrzt reverse entail any koeie?",0
8636,"Given fvgvb forward entails htluh, does fvgvb contradict few htluh?",0
8637,"Given vkoet contradicts vkoet, does most vkoet reverse entail not vkoet?",1
8638,"Given atvpl contradicts atvpl, does one atvpl forward entail few atvpl?",0
8639,"Given xkryp reverse entails jeypc, does one xkryp reverse entail most jeypc?",0
8640,"Given ubyqa reverse entails osexv, does any ubyqa reverse entail any osexv?",0
8641,"Given okddw reverse entails hfrjw, does few okddw contradict any hfrjw?",0
8642,"Given mzgpg forward entails xoouc, does not xoouc forward entail each mzgpg?",0
8643,"Given zcsro reverse entails hkpok, does not zcsro contradict few hkpok?",0
8644,"Given oucev reverse entails jscmw, does few jscmw forward entail some oucev?",1
8645,"Given gakmx forward entails zpcna, does each gakmx forward entail each zpcna?",0
8646,"Given joxkc contradicts joxkc, does any joxkc forward entail few joxkc?",0
8647,"Given algly contradicts algly, does some algly reverse entail some algly?",0
8648,"Given bfgtj contradicts bfgtj, does some bfgtj forward entail some bfgtj?",0
8649,"Given afwlr contradicts afwlr, does not afwlr reverse entail few afwlr?",1
8650,"Given ufcvo reverse entails scbwg, does few scbwg contradict most ufcvo?",0
8651,"Given kkodq reverse entails gnnle, does one gnnle contradict each kkodq?",0
8652,"Given slmah reverse entails ryxfd, does one slmah contradict one ryxfd?",0
8653,"Given xkryp reverse entails jeypc, does most xkryp reverse entail any jeypc?",0
8654,"Given oshkw reverse entails lqfzk, does few oshkw contradict most lqfzk?",0
8655,"Given zbnab contradicts zbnab, does each zbnab reverse entail most zbnab?",0
8656,"Given koeie forward entails vvsuh, does each vvsuh reverse entail one koeie?",1
8657,"Given pinrq contradicts pinrq, does some pinrq forward entail not pinrq?",1
8658,"Given kvrzt contradicts kvrzt, does kvrzt forward entail some kvrzt?",0
8659,"Given khddc reverse entails emken, does any khddc reverse entail most emken?",0
8660,"Given phxbf contradicts phxbf, does one phxbf reverse entail not phxbf?",1
8661,"Given enmvf contradicts enmvf, does any enmvf contradict not enmvf?",0
8662,"Given fjpod reverse entails dpqqn, does some dpqqn reverse entail most fjpod?",0
8663,"Given xjwfm contradicts xjwfm, does not xjwfm reverse entail most xjwfm?",1
8664,"Given rkiiv forward entails txnjl, does any rkiiv reverse entail some txnjl?",0
8665,"Given jvpkd forward entails kvrzt, does each kvrzt contradict any jvpkd?",0
8666,"Given bbdat forward entails xjwfm, does not xjwfm reverse entail some bbdat?",0
8667,"Given pinrq reverse entails jvpkd, does some pinrq reverse entail few jvpkd?",0
8668,"Given lqfzk forward entails yrqzb, does not lqfzk forward entail one yrqzb?",0
8669,"Given ravri reverse entails iesaj, does most iesaj contradict not ravri?",0
8670,"Given ciylw forward entails cyevk, does each ciylw reverse entail not cyevk?",0
8671,"Given gnwny contradicts gnwny, does most gnwny reverse entail each gnwny?",0
8672,"Given dsnjt reverse entails dccqn, does any dccqn contradict each dsnjt?",0
8673,"Given cvrwh forward entails secik, does most cvrwh reverse entail some secik?",0
8674,"Given sovsy reverse entails ehbfl, does one ehbfl reverse entail few sovsy?",0
8675,"Given ggekd contradicts ggekd, does few ggekd forward entail one ggekd?",0
8676,"Given seimf reverse entails oaucg, does one seimf reverse entail most oaucg?",0
8677,"Given galkp forward entails mtaiq, does some mtaiq contradict some galkp?",0
8678,"Given jvpkd forward entails kvrzt, does few jvpkd forward entail kvrzt?",0
8679,"Given xofqg reverse entails hgrtf, does any xofqg reverse entail hgrtf?",0
8680,"Given galkp contradicts galkp, does most galkp reverse entail not galkp?",1
8681,"Given jyknb contradicts jyknb, does most jyknb forward entail jyknb?",0
8682,"Given vllmo reverse entails nxzwo, does each vllmo forward entail few nxzwo?",0
8683,"Given ymxeq reverse entails ifwzm, does one ifwzm contradict one ymxeq?",0
8684,"Given ndzbt contradicts ndzbt, does some ndzbt reverse entail few ndzbt?",0
8685,"Given jhwcm forward entails yaxtz, does not yaxtz forward entail any jhwcm?",0
8686,"Given gpouj forward entails kxajv, does few kxajv forward entail some gpouj?",0
8687,"Given jwivp forward entails yhhic, does jwivp reverse entail most yhhic?",0
8688,"Given wvbnk reverse entails vcdba, does wvbnk contradict each vcdba?",0
8689,"Given glgzo forward entails xrwvq, does one glgzo reverse entail some xrwvq?",0
8690,"Given ciylw forward entails cyevk, does most cyevk forward entail ciylw?",0
8691,"Given htluh forward entails zgolc, does each htluh contradict each zgolc?",0
8692,"Given ornzn contradicts ornzn, does most ornzn forward entail ornzn?",0
8693,"Given nvnhf forward entails zgjad, does one zgjad forward entail one nvnhf?",0
8694,"Given oatfz reverse entails mkcnc, does few mkcnc forward entail oatfz?",1
8695,"Given galkp forward entails xmwrr, does each xmwrr contradict not galkp?",0
8696,"Given fzuoz forward entails tcybx, does few fzuoz forward entail some tcybx?",0
8697,"Given mgqwj forward entails vcdba, does each vcdba forward entail most mgqwj?",0
8698,"Given vvsuh reverse entails mmxmg, does few mmxmg forward entail most vvsuh?",1
8699,"Given vjjwl contradicts vjjwl, does any vjjwl contradict some vjjwl?",1
8700,"Given fpmbp forward entails izzra, does any fpmbp forward entail each izzra?",0
8701,"Given algly forward entails umjbg, does each algly reverse entail any umjbg?",0
8702,"Given irtrk contradicts irtrk, does most irtrk reverse entail one irtrk?",0
8703,"Given bbdat contradicts bbdat, does not bbdat forward entail not bbdat?",0
8704,"Given xkryp reverse entails jeypc, does few jeypc forward entail one xkryp?",1
8705,"Given nksyl contradicts nksyl, does some nksyl contradict few nksyl?",1
8706,"Given zyeej reverse entails osexv, does not osexv forward entail most zyeej?",0
8707,"Given aucsa forward entails lwgjr, does most aucsa contradict each lwgjr?",0
8708,"Given avfll contradicts avfll, does few avfll forward entail not avfll?",1
8709,"Given yaxtz reverse entails jhwcm, does any jhwcm forward entail most yaxtz?",1
8710,"Given sigap contradicts sigap, does some sigap forward entail one sigap?",0
8711,"Given kvxne contradicts kvxne, does kvxne reverse entail any kvxne?",0
8712,"Given ptqrf contradicts ptqrf, does some ptqrf reverse entail not ptqrf?",1
8713,"Given xokyg contradicts xokyg, does xokyg forward entail each xokyg?",0
8714,"Given cpcwh reverse entails ciylw, does some cpcwh forward entail most ciylw?",0
8715,"Given cpgyn forward entails gvxfe, does gvxfe forward entail some cpgyn?",0
8716,"Given vvqxe reverse entails dsffk, does not vvqxe reverse entail each dsffk?",0
8717,"Given zgjad reverse entails nvnhf, does any nvnhf reverse entail most zgjad?",0
8718,"Given rbugr contradicts rbugr, does each rbugr contradict some rbugr?",1
8719,"Given hqmtp contradicts hqmtp, does any hqmtp contradict most hqmtp?",1
8720,"Given atvpl contradicts atvpl, does most atvpl reverse entail some atvpl?",0
8721,"Given kzppp forward entails xokyg, does any xokyg contradict most kzppp?",0
8722,"Given czcwo forward entails kvxne, does each czcwo forward entail few kvxne?",0
8723,"Given zcsro reverse entails hkpok, does one zcsro contradict few hkpok?",0
8724,"Given gakmx reverse entails dktsk, does any dktsk reverse entail each gakmx?",0
8725,"Given seimf contradicts seimf, does one seimf contradict some seimf?",1
8726,"Given cjirb forward entails zyeej, does each zyeej contradict few cjirb?",0
8727,"Given txnjl reverse entails bfcjk, does not txnjl contradict some bfcjk?",0
8728,"Given zramr reverse entails eoxbu, does any eoxbu contradict not zramr?",0
8729,"Given nksyl forward entails xmswp, does one nksyl reverse entail not xmswp?",0
8730,"Given mkcnc reverse entails ehbfl, does not mkcnc reverse entail one ehbfl?",0
8731,"Given nztfo contradicts nztfo, does any nztfo reverse entail any nztfo?",0
8732,"Given jfdlw reverse entails guycs, does one jfdlw contradict guycs?",0
8733,"Given hnkqs contradicts hnkqs, does not hnkqs reverse entail each hnkqs?",1
8734,"Given nvnhf contradicts nvnhf, does some nvnhf reverse entail one nvnhf?",0
8735,"Given fvgvb forward entails sigap, does any fvgvb reverse entail some sigap?",0
8736,"Given hgrtf forward entails xofqg, does few xofqg reverse entail few hgrtf?",1
8737,"Given qfsbj contradicts qfsbj, does some qfsbj reverse entail most qfsbj?",0
8738,"Given khddc reverse entails gnnle, does most gnnle forward entail most khddc?",1
8739,"Given nvnhf reverse entails bcrre, does bcrre forward entail most nvnhf?",1
8740,"Given htluh reverse entails fvgvb, does each htluh forward entail most fvgvb?",0
8741,"Given txnjl forward entails ywrar, does txnjl contradict some ywrar?",0
8742,"Given kvxne reverse entails hqmtp, does some hqmtp contradict most kvxne?",0
8743,"Given xkryp reverse entails jeypc, does not jeypc reverse entail most xkryp?",0
8744,"Given yhhic reverse entails jwivp, does few yhhic forward entail few jwivp?",0
8745,"Given owkve reverse entails jyknb, does jyknb contradict each owkve?",0
8746,"Given ruwjq contradicts ruwjq, does most ruwjq reverse entail some ruwjq?",0
8747,"Given jvpkd forward entails kvrzt, does few kvrzt forward entail not jvpkd?",0
8748,"Given hqmtp reverse entails fzuoz, does one hqmtp reverse entail not fzuoz?",0
8749,"Given zcsro reverse entails hkpok, does each hkpok contradict each zcsro?",0
8750,"Given ztpct contradicts ztpct, does ztpct forward entail any ztpct?",0
8751,"Given nxwqi forward entails tojzs, does some tojzs reverse entail not nxwqi?",0
8752,"Given galkp contradicts galkp, does few galkp forward entail galkp?",0
8753,"Given gnnle forward entails lwgjr, does few lwgjr contradict few gnnle?",0
8754,"Given zyeej reverse entails osexv, does not zyeej forward entail one osexv?",0
8755,"Given slmah reverse entails ryxfd, does ryxfd contradict slmah?",0
8756,"Given nvnhf forward entails vqlga, does few vqlga forward entail not nvnhf?",0
8757,"Given hfrjw forward entails nxzwo, does some hfrjw contradict each nxzwo?",0
8758,"Given feqrx reverse entails cpcwh, does each feqrx forward entail some cpcwh?",0
8759,"Given vqlga reverse entails gnwny, does each vqlga reverse entail one gnwny?",0
8760,"Given iwteb reverse entails cqlmr, does some iwteb contradict most cqlmr?",0
8761,"Given hnuwx contradicts hnuwx, does not hnuwx forward entail any hnuwx?",1
8762,"Given avvej forward entails fvgvb, does any fvgvb contradict few avvej?",0
8763,"Given tawze contradicts tawze, does most tawze contradict any tawze?",1
8764,"Given rawca reverse entails ciylw, does most ciylw reverse entail one rawca?",0
8765,"Given koeie forward entails kvrzt, does each koeie forward entail kvrzt?",0
8766,"Given odrwt contradicts odrwt, does one odrwt reverse entail most odrwt?",0
8767,"Given lwgjr reverse entails gnnle, does few gnnle forward entail not lwgjr?",0
8768,"Given mzgpg forward entails xoouc, does one xoouc reverse entail not mzgpg?",0
8769,"Given xnbjo reverse entails jwtms, does xnbjo forward entail most jwtms?",0
8770,"Given rawca reverse entails qcmrb, does each rawca reverse entail some qcmrb?",0
8771,"Given ifwzm contradicts ifwzm, does not ifwzm forward entail each ifwzm?",1
8772,"Given muuvg reverse entails emken, does some emken contradict one muuvg?",0
8773,"Given qnxcn contradicts qnxcn, does most qnxcn contradict qnxcn?",1
8774,"Given nyuhb reverse entails gvxfe, does some nyuhb forward entail gvxfe?",0
8775,"Given pciwr contradicts pciwr, does few pciwr reverse entail few pciwr?",0
8776,"Given zyeej reverse entails nxuqq, does one nxuqq reverse entail zyeej?",0
8777,"Given kkodq forward entails muchy, does each muchy reverse entail each kkodq?",1
8778,"Given ifwzm forward entails ymxeq, does most ifwzm forward entail some ymxeq?",0
8779,"Given ppzhm contradicts ppzhm, does few ppzhm reverse entail one ppzhm?",0
8780,"Given iesaj forward entails ravri, does most ravri forward entail any iesaj?",0
8781,"Given rkiiv forward entails txnjl, does few rkiiv contradict some txnjl?",0
8782,"Given wpymi contradicts wpymi, does some wpymi reverse entail not wpymi?",1
8783,"Given vvsuh contradicts vvsuh, does one vvsuh contradict most vvsuh?",1
8784,"Given txnjl reverse entails bfcjk, does some txnjl reverse entail some bfcjk?",0
8785,"Given azjdg contradicts azjdg, does one azjdg forward entail azjdg?",0
8786,"Given dktsk forward entails pinrq, does any pinrq contradict few dktsk?",0
8787,"Given tptap reverse entails ppzhm, does some ppzhm forward entail each tptap?",1
8788,"Given koeie reverse entails kefna, does most kefna reverse entail each koeie?",0
8789,"Given dktsk forward entails pinrq, does not dktsk reverse entail one pinrq?",0
8790,"Given rartw reverse entails dsnjt, does one dsnjt contradict few rartw?",0
8791,"Given jffdm contradicts jffdm, does few jffdm contradict each jffdm?",1
8792,"Given myaix contradicts myaix, does myaix contradict any myaix?",1
8793,"Given bbdat contradicts bbdat, does few bbdat forward entail some bbdat?",0
8794,"Given kvxne contradicts kvxne, does not kvxne reverse entail most kvxne?",1
8795,"Given hkkur contradicts hkkur, does each hkkur contradict not hkkur?",0
8796,"Given dccqn forward entails dsnjt, does some dsnjt contradict few dccqn?",0
8797,"Given gqwii forward entails sigap, does one gqwii forward entail few sigap?",0
8798,"Given vvsuh reverse entails koeie, does some koeie forward entail not vvsuh?",0
8799,"Given tawze reverse entails aswgx, does not aswgx contradict not tawze?",0
8800,"Given haxqv reverse entails dpqqn, does each dpqqn reverse entail haxqv?",0
8801,"Given avvej forward entails lxxcr, does lxxcr reverse entail not avvej?",0
8802,"Given gwlhp reverse entails cvilp, does few cvilp contradict some gwlhp?",0
8803,"Given hgrtf forward entails jhwcm, does one jhwcm contradict not hgrtf?",0
8804,"Given siytn contradicts siytn, does each siytn forward entail most siytn?",0
8805,"Given gvxfe forward entails nyuhb, does each nyuhb reverse entail each gvxfe?",1
8806,"Given izdyj forward entails ykhdb, does each ykhdb reverse entail some izdyj?",1
8807,"Given zgolc contradicts zgolc, does not zgolc reverse entail few zgolc?",1
8808,"Given atvpl contradicts atvpl, does any atvpl forward entail atvpl?",0
8809,"Given ravri reverse entails iesaj, does ravri forward entail some iesaj?",0
8810,"Given hqmtp forward entails numbd, does any hqmtp reverse entail most numbd?",0
8811,"Given zbnab contradicts zbnab, does most zbnab forward entail few zbnab?",0
8812,"Given rawca reverse entails ciylw, does rawca reverse entail most ciylw?",0
8813,"Given jscmw forward entails oucev, does jscmw contradict most oucev?",0
8814,"Given ggekd contradicts ggekd, does few ggekd reverse entail some ggekd?",0
8815,"Given jhwcm forward entails qhpxn, does one jhwcm contradict each qhpxn?",0
8816,"Given cjirb forward entails hkkur, does cjirb contradict any hkkur?",0
8817,"Given fzuoz reverse entails coreg, does any fzuoz reverse entail any coreg?",0
8818,"Given bkufw forward entails yaxtz, does any yaxtz contradict some bkufw?",0
8819,"Given zbnab contradicts zbnab, does few zbnab reverse entail not zbnab?",1
8820,"Given sitoq contradicts sitoq, does one sitoq contradict each sitoq?",1
8821,"Given umjbg forward entails xednx, does each umjbg contradict one xednx?",0
8822,"Given nyuhb reverse entails gvxfe, does gvxfe contradict few nyuhb?",0
8823,"Given eoxbu contradicts eoxbu, does any eoxbu forward entail one eoxbu?",0
8824,"Given fpmbp forward entails mmxmg, does some mmxmg contradict some fpmbp?",0
8825,"Given sntpw contradicts sntpw, does few sntpw forward entail few sntpw?",0
8826,"Given llihr forward entails nksyl, does one nksyl contradict some llihr?",0
8827,"Given gakmx forward entails zpcna, does zpcna contradict gakmx?",0
8828,"Given vcdba forward entails wvbnk, does not wvbnk contradict some vcdba?",0
8829,"Given tcybx contradicts tcybx, does one tcybx reverse entail some tcybx?",0
8830,"Given coreg forward entails fzuoz, does one coreg reverse entail few fzuoz?",0
8831,"Given cjmjc contradicts cjmjc, does one cjmjc forward entail cjmjc?",0
8832,"Given kefna contradicts kefna, does some kefna contradict most kefna?",1
8833,"Given xkryp forward entails zpcna, does most zpcna reverse entail each xkryp?",1
8834,"Given phxbf contradicts phxbf, does not phxbf contradict phxbf?",0
8835,"Given odqnp forward entails vcdba, does some vcdba forward entail not odqnp?",0
8836,"Given oshkw reverse entails dccqn, does some oshkw reverse entail one dccqn?",0
8837,"Given hgrtf forward entails xofqg, does hgrtf contradict one xofqg?",0
8838,"Given myaix reverse entails bbdat, does any myaix forward entail some bbdat?",0
8839,"Given lxxcr reverse entails avvej, does most lxxcr contradict some avvej?",0
8840,"Given bfgtj forward entails hqmtp, does each hqmtp forward entail most bfgtj?",0
8841,"Given gvxfe contradicts gvxfe, does few gvxfe forward entail most gvxfe?",0
8842,"Given mmxmg contradicts mmxmg, does not mmxmg reverse entail some mmxmg?",1
8843,"Given whlqi contradicts whlqi, does most whlqi forward entail any whlqi?",0
8844,"Given mtaiq reverse entails galkp, does not mtaiq reverse entail most galkp?",0
8845,"Given cpcwh contradicts cpcwh, does cpcwh reverse entail most cpcwh?",0
8846,"Given ehygp forward entails qnxcn, does few qnxcn forward entail one ehygp?",0
8847,"Given myaix reverse entails hfrjw, does one myaix reverse entail few hfrjw?",0
8848,"Given myovk forward entails xrucq, does each xrucq reverse entail any myovk?",1
8849,"Given rqhtj contradicts rqhtj, does one rqhtj reverse entail rqhtj?",0
8850,"Given dktsk forward entails pinrq, does some pinrq contradict dktsk?",0
8851,"Given kutwj contradicts kutwj, does some kutwj forward entail most kutwj?",0
8852,"Given izzra contradicts izzra, does not izzra forward entail one izzra?",1
8853,"Given bcrre forward entails nvnhf, does not nvnhf forward entail some bcrre?",0
8854,"Given gnnle forward entails kkodq, does not gnnle reverse entail kkodq?",0
8855,"Given czcwo forward entails kvxne, does not czcwo contradict any kvxne?",0
8856,"Given jhwcm forward entails qhpxn, does each jhwcm reverse entail some qhpxn?",0
8857,"Given dktsk forward entails selib, does any selib reverse entail each dktsk?",1
8858,"Given rxaio contradicts rxaio, does most rxaio forward entail most rxaio?",0
8859,"Given wvbnk reverse entails vcdba, does any vcdba contradict some wvbnk?",0
8860,"Given jyknb forward entails oatfz, does jyknb contradict one oatfz?",0
8861,"Given lkuji contradicts lkuji, does few lkuji forward entail lkuji?",0
8862,"Given mmxmg contradicts mmxmg, does one mmxmg contradict mmxmg?",1
8863,"Given kzppp contradicts kzppp, does few kzppp forward entail each kzppp?",0
8864,"Given ornzn contradicts ornzn, does some ornzn contradict ornzn?",1
8865,"Given chvfb forward entails hgrtf, does not hgrtf forward entail most chvfb?",0
8866,"Given irtrk contradicts irtrk, does irtrk forward entail one irtrk?",0
8867,"Given jyknb forward entails zgjad, does most zgjad forward entail any jyknb?",0
8868,"Given lwgjr reverse entails koehl, does each lwgjr reverse entail one koehl?",0
8869,"Given haxqv reverse entails dpqqn, does not haxqv forward entail one dpqqn?",0
8870,"Given dccqn reverse entails algly, does one dccqn forward entail some algly?",0
8871,"Given vvsuh reverse entails uvzqd, does some vvsuh contradict most uvzqd?",0
8872,"Given glyql contradicts glyql, does one glyql forward entail some glyql?",0
8873,"Given rawca reverse entails qcmrb, does each rawca contradict one qcmrb?",0
8874,"Given owkve forward entails siytn, does few owkve forward entail not siytn?",0
8875,"Given fvgvb reverse entails avvej, does any avvej reverse entail one fvgvb?",0
8876,"Given selib contradicts selib, does most selib reverse entail selib?",0
8877,"Given fpmbp forward entails ishyf, does one ishyf forward entail any fpmbp?",0
8878,"Given ryxfd forward entails slmah, does not ryxfd forward entail few slmah?",0
8879,"Given bbdat contradicts bbdat, does each bbdat reverse entail any bbdat?",0
8880,"Given jlrja contradicts jlrja, does each jlrja contradict one jlrja?",1
8881,"Given zpcna reverse entails xkryp, does one zpcna forward entail one xkryp?",0
8882,"Given zyeej reverse entails osexv, does some zyeej contradict not osexv?",0
8883,"Given raxzv reverse entails avvej, does each avvej forward entail any raxzv?",1
8884,"Given fzuoz contradicts fzuoz, does fzuoz reverse entail fzuoz?",0
8885,"Given cpcwh reverse entails ciylw, does one cpcwh reverse entail ciylw?",0
8886,"Given atvpl forward entails rbugr, does atvpl forward entail any rbugr?",0
8887,"Given cgjxa contradicts cgjxa, does one cgjxa contradict one cgjxa?",1
8888,"Given xednx contradicts xednx, does some xednx reverse entail each xednx?",0
8889,"Given sovsy reverse entails ehbfl, does some sovsy forward entail most ehbfl?",0
8890,"Given iesaj reverse entails feqrx, does few feqrx reverse entail any iesaj?",0
8891,"Given selib contradicts selib, does selib forward entail some selib?",0
8892,"Given zrech contradicts zrech, does some zrech reverse entail most zrech?",0
8893,"Given myaix reverse entails bbdat, does some myaix forward entail one bbdat?",0
8894,"Given sovsy reverse entails kxajv, does few kxajv reverse entail sovsy?",0
8895,"Given mmxmg contradicts mmxmg, does most mmxmg forward entail one mmxmg?",0
8896,"Given tawze contradicts tawze, does each tawze contradict one tawze?",1
8897,"Given cpcwh contradicts cpcwh, does any cpcwh reverse entail each cpcwh?",0
8898,"Given ovdys reverse entails avvej, does avvej reverse entail one ovdys?",0
8899,"Given bermx contradicts bermx, does each bermx forward entail one bermx?",0
8900,"Given htluh reverse entails dpqqn, does few htluh contradict dpqqn?",0
8901,"Given avvej forward entails gvxfe, does any gvxfe reverse entail avvej?",1
8902,"Given mmxmg forward entails vvsuh, does few vvsuh contradict each mmxmg?",0
8903,"Given tcybx contradicts tcybx, does each tcybx forward entail not tcybx?",1
8904,"Given jffdm forward entails xrwvq, does not jffdm forward entail few xrwvq?",0
8905,"Given jwtms contradicts jwtms, does some jwtms contradict one jwtms?",1
8906,"Given oshkw reverse entails dccqn, does one oshkw reverse entail dccqn?",0
8907,"Given galkp contradicts galkp, does most galkp forward entail one galkp?",0
8908,"Given zdebg reverse entails dxkdt, does each dxkdt reverse entail some zdebg?",0
8909,"Given siytn reverse entails owkve, does each siytn contradict owkve?",0
8910,"Given cqlmr forward entails iwteb, does few iwteb forward entail few cqlmr?",0
8911,"Given dxkdt forward entails zdebg, does most zdebg reverse entail dxkdt?",1
8912,"Given prbgm contradicts prbgm, does not prbgm reverse entail prbgm?",1
8913,"Given rbugr reverse entails atvpl, does some atvpl forward entail some rbugr?",1
8914,"Given hfrjw forward entails nxzwo, does not nxzwo reverse entail each hfrjw?",0
8915,"Given dqbje contradicts dqbje, does few dqbje contradict dqbje?",1
8916,"Given zgolc reverse entails htluh, does some zgolc reverse entail not htluh?",0
8917,"Given koehl forward entails lwgjr, does some lwgjr reverse entail not koehl?",0
8918,"Given mmxmg contradicts mmxmg, does most mmxmg contradict most mmxmg?",1
8919,"Given mmxmg forward entails vvsuh, does mmxmg forward entail any vvsuh?",0
8920,"Given tojzs reverse entails tawze, does tojzs forward entail any tawze?",0
8921,"Given lphzh reverse entails fqbnj, does not fqbnj reverse entail any lphzh?",0
8922,"Given muchy reverse entails kkodq, does kkodq forward entail any muchy?",1
8923,"Given htluh reverse entails fvgvb, does some htluh forward entail few fvgvb?",0
8924,"Given shnni contradicts shnni, does most shnni reverse entail each shnni?",0
8925,"Given osexv contradicts osexv, does any osexv forward entail one osexv?",0
8926,"Given dpqqn forward entails haxqv, does most haxqv reverse entail few dpqqn?",1
8927,"Given jhwcm reverse entails cjirb, does some jhwcm forward entail some cjirb?",0
8928,"Given osexv forward entails ubyqa, does few osexv forward entail each ubyqa?",0
8929,"Given algly contradicts algly, does most algly contradict one algly?",1
8930,"Given mtaiq reverse entails jwpfi, does one jwpfi reverse entail not mtaiq?",0
8931,"Given chvfb contradicts chvfb, does one chvfb contradict most chvfb?",1
8932,"Given kvrzt contradicts kvrzt, does one kvrzt forward entail most kvrzt?",0
8933,"Given xofqg contradicts xofqg, does most xofqg forward entail not xofqg?",1
8934,"Given tcybx reverse entails fzuoz, does each fzuoz reverse entail tcybx?",0
8935,"Given nxwqi forward entails wqfgl, does not nxwqi reverse entail some wqfgl?",0
8936,"Given tawze reverse entails aswgx, does some tawze forward entail not aswgx?",0
8937,"Given ornzn contradicts ornzn, does most ornzn forward entail few ornzn?",0
8938,"Given fjpod reverse entails dpqqn, does any fjpod contradict some dpqqn?",0
8939,"Given kvxne reverse entails czcwo, does one czcwo contradict one kvxne?",0
8940,"Given nksyl forward entails phxbf, does any phxbf reverse entail one nksyl?",1
8941,"Given lphzh reverse entails hkkur, does few hkkur forward entail each lphzh?",1
8942,"Given bkufw contradicts bkufw, does not bkufw forward entail any bkufw?",1
8943,"Given scbwg forward entails ufcvo, does few ufcvo forward entail some scbwg?",0
8944,"Given xoouc reverse entails mzgpg, does few xoouc contradict any mzgpg?",0
8945,"Given vllmo reverse entails nxzwo, does not nxzwo contradict not vllmo?",0
8946,"Given pinrq reverse entails jvpkd, does few jvpkd forward entail one pinrq?",1
8947,"Given ifwzm contradicts ifwzm, does ifwzm forward entail some ifwzm?",0
8948,"Given xednx reverse entails cjirb, does most xednx contradict cjirb?",0
8949,"Given cvrwh contradicts cvrwh, does any cvrwh contradict cvrwh?",1
8950,"Given oucev reverse entails jscmw, does not jscmw contradict oucev?",0
8951,"Given dpqqn forward entails haxqv, does not dpqqn contradict most haxqv?",0
8952,"Given uvzqd forward entails vvsuh, does not uvzqd contradict one vvsuh?",0
